Compound,Date,Negative,Neutral,News Outlet,Positive,Tweet Text,Tweets Count
-0.3612,Fri Jul 13 22:51:06 +0000 2018,0.122,0.878,@CNN,0.0,Democratic Rep. Steve Cohen says he regrets his remark that embattled FBI agent Peter Strzok deserves a Purple Hear… https://t.co/dzMh6pdXM3,53
-0.296,Fri Jul 13 22:41:04 +0000 2018,0.099,0.901,@CNN,0.0,WeWork is going meat-free. Staffers were told that the company will no longer serve meat at employee events or reim… https://t.co/JkGZHGiIv7,54
-0.5994,Fri Jul 13 22:31:05 +0000 2018,0.196,0.804,@CNN,0.0,Eight endangered black rhinos die in Kenya national park just weeks after the animals were moved… https://t.co/yw5IoX7vNF,55
0.4215,Fri Jul 13 22:23:55 +0000 2018,0.0,0.887,@CNN,0.113,"RT @CNNSitRoom: ""It's time for the President of the United States to stand up for America,"" Rep. Garamendi says after 12 Russian intelligen…",56
0.0,Fri Jul 13 22:21:08 +0000 2018,0.0,1.0,@CNN,0.0,"A Chinese spy ship is currently spying on a major US-led military exercise off the coast of Hawaii, the same exerci… https://t.co/pwsRFS0nkS",57
-0.3291,Fri Jul 13 22:11:05 +0000 2018,0.174,0.728,@CNN,0.098,"The Fed is ready to keep raising rates, but faces a list of uncertainties https://t.co/5fHWdVMAyf https://t.co/xn8m41XTxl",58
0.7219,Fri Jul 13 22:02:12 +0000 2018,0.0,0.707,@CNN,0.293,"RT @CNNSitRoom: Senator Lankford says President Trump shouldn't cancel the summit with Putin, adding, “I would certainly hope the President…",59
0.0,Fri Jul 13 22:01:00 +0000 2018,0.0,1.0,@CNN,0.0,"For the first time, scientists have been able to trace the origins of a ghostly subatomic particle that traveled 3.… https://t.co/M3S0FZgLxQ",60
0.1779,Fri Jul 13 21:51:00 +0000 2018,0.0,0.928,@CNN,0.072,These giant avocados are growing in Australia. Some have been known to weigh up to four pounds and are about five t… https://t.co/272OM56akG,61
0.34,Fri Jul 13 21:41:39 +0000 2018,0.0,0.876,@CNN,0.124,"""The American President has taken his gaslighter-in-chief world tour to Europe and is giving British Prime Minister… https://t.co/6LKXg37a4K",62
0.2975,Fri Jul 13 21:37:11 +0000 2018,0.0,0.896,@CNN,0.104,"RT @TheLeadCNN: Fmr. acting Solicitor General Neal Katyal says the upcoming Trump-Putin summit is 'frightening': ""This is kinda like Lebron…",63
-0.296,Fri Jul 13 21:32:32 +0000 2018,0.115,0.885,@CNN,0.0,Intel gathered by US officials captured some of the Russians accused in today’s indictments congratulating each oth… https://t.co/jt3oZvtdxn,64
0.0,Fri Jul 13 21:31:05 +0000 2018,0.0,1.0,@CNN,0.0,The Trump administration outlined for a federal judge how it plans to implement a pair of court orders central to t… https://t.co/nQsY9LPyjf,65
-0.4767,Fri Jul 13 21:27:52 +0000 2018,0.134,0.866,@CNN,0.0,"RT @TheLeadCNN: Even after learning about the indictments of 12 Russian intel officers for a cyber attack against the US, President Trump,…",66
0.7351,Fri Jul 13 21:21:00 +0000 2018,0.0,0.744,@CNN,0.256,A rescue organization in the Turks and Caicos Islands finds good homes for stray potcake puppies -- and allows tour… https://t.co/j9s13nH0Hi,67
-0.1695,Fri Jul 13 21:11:08 +0000 2018,0.081,0.919,@CNN,0.0,"Sen. John McCain: ""If President Trump is not prepared to hold Putin accountable, the summit in Helsinki should not… https://t.co/g6uzCjUzZD",68
0.7717,Fri Jul 13 21:01:00 +0000 2018,0.0,0.642,@CNN,0.358,There is now only one Blockbuster store left in the United States https://t.co/ufVOf4pock https://t.co/b9SsSAHKdI,69
0.0,Fri Jul 13 20:51:00 +0000 2018,0.0,1.0,@CNN,0.0,Anderson Cooper Full Circle —  CNN's brand new daily interactive global brief featuring interviews with the day's b… https://t.co/99OdnouUoM,70
-0.1695,Fri Jul 13 20:47:33 +0000 2018,0.068,0.932,@CNN,0.0,"RT @TheLeadCNN: I would not be surprised if this were the last indictment we see ""that doesn't mention an American,"" former NSA and CIA Dir…",71
0.0,Fri Jul 13 20:41:38 +0000 2018,0.0,1.0,@CNN,0.0,"One of Hollywood's most dependable franchises has a new film opening this weekend. That franchise? Dwayne ""The Rock… https://t.co/4ccAmTVlxy",72
0.0,Fri Jul 13 20:37:23 +0000 2018,0.0,1.0,@CNN,0.0,"RT @TheLeadCNN: The White House says the summit with Russian President Putin is not being canceled, despite 12 Russians being indicted toda…",73
0.2023,Fri Jul 13 20:37:11 +0000 2018,0.0,0.899,@CNN,0.101,House Minority Leader Nancy Pelosi recommended that the Democratic caucus hold its leadership elections after Thank… https://t.co/LZoBGy0EiZ,74
0.0,Fri Jul 13 20:33:25 +0000 2018,0.0,1.0,@CNN,0.0,RT @AC360: Anderson Cooper Full Circle —  our brand new daily interactive global brief featuring interviews with the day's biggest newsmake…,75
0.0,Fri Jul 13 20:31:22 +0000 2018,0.0,1.0,@CNN,0.0,"During an event hosted by The Economic Club in Washington, House Speaker Paul Ryan said his Chevy Suburban was gnaw… https://t.co/0fgVho3m9q",76
-0.7906,Fri Jul 13 20:21:04 +0000 2018,0.333,0.667,@CNN,0.0,The driver killed in a head-on collision involving South Carolina congressional candidate Katie Arrington had a blo… https://t.co/B7pjxXt8Yg,77
0.5267,Fri Jul 13 20:11:05 +0000 2018,0.0,0.805,@CNN,0.195,The Justice Department drove a stake through the heart of Comcast's bid for Fox https://t.co/yvRGo0wxrq https://t.co/yx4ijtegcI,78
0.4005,Fri Jul 13 20:01:08 +0000 2018,0.072,0.77,@CNN,0.159,Donald Trump says he's more popular than Abraham Lincoln. That's a hard claim to back up. https://t.co/ol5U1It8zh https://t.co/GVyQ2TFrAf,79
-0.4019,Fri Jul 13 19:55:08 +0000 2018,0.124,0.876,@CNN,0.0,"A shocking video which shows the execution of two women, a young girl and a baby has gone viral. Rights group Amnes… https://t.co/3j9zHNtGVB",80
-0.2023,Fri Jul 13 19:51:04 +0000 2018,0.079,0.921,@CNN,0.0,Uber says it is rolling out technology that allows it to know in real time when a driver is charged with a crime… https://t.co/kiDJ2iRB6r,81
0.4215,Fri Jul 13 19:49:13 +0000 2018,0.0,0.872,@CNN,0.128,"RT @TheLeadCNN: ""The President of the United States, through his spokesperson, issues a statement that says absolutely nothing about the co…",82
0.0,Fri Jul 13 19:46:06 +0000 2018,0.0,1.0,@CNN,0.0,"President Trump reportedly wants the next Air Force One to be turned out in red, white and blue. Cartoonist Liza Do… https://t.co/6ttW0MFI9V",83
0.0516,Fri Jul 13 19:41:02 +0000 2018,0.142,0.669,@CNN,0.189,"The United States has officially lifted its crippling export ban on Chinese company ZTE, easing one point of conten… https://t.co/86gQZTCcV5",84
-0.25,Fri Jul 13 19:36:03 +0000 2018,0.125,0.875,@CNN,0.0,Sen. Chuck Schumer calls on Trump to cancel Putin meeting following Russian indictments https://t.co/ec7LulIfiO https://t.co/uC9RCmeYB5,85
0.5574,Fri Jul 13 19:31:04 +0000 2018,0.0,0.816,@CNN,0.184,Senate Majority Leader Mitch McConnell predicts that Supreme Court nominee Judge Brett Kavanaugh will be confirmed… https://t.co/dj8bB9gHwy,86
0.6065,Fri Jul 13 19:25:48 +0000 2018,0.0,0.816,@CNN,0.184,"RT @CNNnewsroom: ""I didn't expect [the article] to blow up perhaps quite the way it did, and I certainly didn't expect the fake news allega…",87
0.0,Fri Jul 13 19:21:02 +0000 2018,0.0,1.0,@CNN,0.0,"""Queer Eye"" has been renewed for a third season https://t.co/nv3kegRdKM https://t.co/ee3mzGBwmL",88
0.0,Fri Jul 13 19:11:06 +0000 2018,0.0,1.0,@CNN,0.0,"Situated in a lavish corner of France, AS Monaco's famed football academy has produced some of the game's biggest s… https://t.co/mUAXIXGMcr",89
-0.3818,Fri Jul 13 19:10:01 +0000 2018,0.126,0.874,@CNN,0.0,Kevin Anderson outslugged John Isner in a record match lasting over six hours in #Wimbledon's battle of the giants… https://t.co/zwhUHlU25H,90
0.8402,Fri Jul 13 19:01:02 +0000 2018,0.0,0.654,@CNN,0.346,The mother of a Waffle House shooting survivor helped the waitress who saved her son get the perfect wedding dress… https://t.co/PyUnqh8gzU,91
0.0,Fri Jul 13 18:51:09 +0000 2018,0.0,1.0,@CNN,0.0,President Trump and Katy Perry are among the Twitter users hit hardest by the follower purge https://t.co/y7sBfDOvRQ https://t.co/lfaH1ISOkD,92
0.0,Fri Jul 13 18:40:14 +0000 2018,0.0,1.0,@CNN,0.0,A Texas school district is holding an auction to get rid of Confederate-themed memorabilia left over after the rena… https://t.co/EZCDArTM0S,93
0.0,Fri Jul 13 18:30:14 +0000 2018,0.0,1.0,@CNN,0.0,"Fans have been begging for it, and now it's really happening. A ""Downton Abbey"" movie is set for production.… https://t.co/Vuq03s7T5V",94
-0.5267,Fri Jul 13 18:20:12 +0000 2018,0.159,0.841,@CNN,0.0,"Nearly all of Tom Price's travel when he was secretary of Health and Human Services violated federal requirements,… https://t.co/MTHYdZNFiB",95
0.0,Fri Jul 13 18:10:03 +0000 2018,0.0,1.0,@CNN,0.0,"More than 500 people have reported symptoms including stomachache, nausea and vomiting after visiting a zipline tou… https://t.co/CC1T7wmP9D",96
-0.3875,Fri Jul 13 18:05:04 +0000 2018,0.134,0.866,@CNN,0.0,"Republican Senator Ben Sasse: ""All patriotic Americans should understand that Putin is not America's friend, and he… https://t.co/scLTsDzA24",97
0.0,Fri Jul 13 18:00:08 +0000 2018,0.0,1.0,@CNN,0.0,"Stitch Fix is tapping into the children's apparel market, launching subscription boxes with sizes 2T to 14. Founder… https://t.co/SHaBh5PeDp",98
0.2263,Fri Jul 13 17:59:16 +0000 2018,0.091,0.782,@CNN,0.128,"RT @CNNPolitics: “There should be no one-on-one meeting between this President and Mr. Putin,” Vice Chair of the Senate Intelligence Commit…",99
-0.886,Fri Jul 13 17:55:07 +0000 2018,0.354,0.646,@CNN,0.0,A bottle found in the home of a poisoning victim has been identified as the source of the nerve agent that killed h… https://t.co/HCy77CdTAV,100
-0.5859,Sat Jul 14 05:30:00 +0000 2018,0.352,0.648,@FoxNews,0.0,UK police confirm source of Novichok poisoning https://t.co/JCXQj6CzII,1
0.0,Sat Jul 14 05:15:00 +0000 2018,0.0,1.0,@FoxNews,0.0,"Sen. @LindseyGrahamSC: ""Russia did interfere in our election, and if I were the president, I would not ask Putin di… https://t.co/3rApgOhFez",2
0.0,Sat Jul 14 05:00:00 +0000 2018,0.0,1.0,@FoxNews,0.0,Texas fishermen pull 8-foot alligator gar from river: 'She's a beast' https://t.co/UpYe8MxNZf,3
0.3818,Sat Jul 14 04:45:00 +0000 2018,0.0,0.874,@FoxNews,0.126,".@FLOTUS helps children to make poppies as she meets British military veterans known as ""Chelsea Pensioners"" at the… https://t.co/rn4wJPbrMH",4
0.1877,Sat Jul 14 04:28:00 +0000 2018,0.0,0.863,@FoxNews,0.137,.@SpeakerRyan says woodchucks 'ate' his SUV -- and he's not alone https://t.co/bueGmwg3of,5
0.2023,Sat Jul 14 04:15:00 +0000 2018,0.095,0.759,@FoxNews,0.146,Chinese spy ship lurking off Hawaiian coast amid huge naval exercise: US officials https://t.co/JHUpiIaNvE,6
0.4767,Sat Jul 14 04:00:00 +0000 2018,0.0,0.763,@FoxNews,0.237,"What's the GRU, Russia's military intelligence agency? 3 things to know https://t.co/2ocaQqcdl3",7
0.4939,Sat Jul 14 03:45:00 +0000 2018,0.0,0.873,@FoxNews,0.127,"Leon Aron on Trump, Putin meeting: ""I think what @POTUS wants to show most of all, is that he can succeed where… https://t.co/rym24Wcq3n",8
0.296,Sat Jul 14 03:30:00 +0000 2018,0.0,0.784,@FoxNews,0.216,.@NASA shares creepy image of 'spiders' on Mars https://t.co/0FtnyoZ5A9,9
-0.2244,Sat Jul 14 03:20:00 +0000 2018,0.083,0.917,@FoxNews,0.0,Don’t miss “Fox Report with Jon Scott” Saturdays at 7p ET and Sundays at 6p ET on Fox News Channel! @JonScottFNC https://t.co/azFkrUyVaU,10
0.0,Sat Jul 14 03:15:00 +0000 2018,0.0,1.0,@FoxNews,0.0,".@shelbyholliday on 12 Russian officers indicted in Mueller probe: ""It not only makes the Mueller probe more credib… https://t.co/qQYi7826r9",11
-0.2732,Sat Jul 14 03:00:00 +0000 2018,0.116,0.884,@FoxNews,0.0,.@KimStrassel: Trump could deliver a second tax cut -- without having to deal with Congress. Here's how https://t.co/03An32A8BS,12
-0.6369,Sat Jul 14 02:54:00 +0000 2018,0.302,0.698,@FoxNews,0.0,Florida man warns about saltwater poisoning after dog dies days after beach trip https://t.co/tUf365EKZK,13
0.0772,Sat Jul 14 02:49:00 +0000 2018,0.14,0.701,@FoxNews,0.159,Arizona lawmaker apologizes after bragging about speeding to cop during traffic stop https://t.co/W8TP9o8ioD,14
-0.2732,Sat Jul 14 02:42:56 +0000 2018,0.13,0.87,@FoxNews,0.0,"Villanova ministry director facing child porn charges called naked toddler girls 'hot,' police say https://t.co/UccaIrvyvM",15
0.5574,Sat Jul 14 02:38:49 +0000 2018,0.0,0.662,@FoxNews,0.338,Texas woman reels in 7-foot shark: 'Thank God for CrossFit' https://t.co/Afch0gyJZS,16
0.296,Sat Jul 14 02:33:08 +0000 2018,0.0,0.879,@FoxNews,0.121,'Fixer Upper' star Chip Gaines shares close-up photo of 3-week-old son Crew: 'My heart is full' https://t.co/IsaoZGRVnr,17
0.0,Sat Jul 14 02:15:00 +0000 2018,0.0,1.0,@FoxNews,0.0,".@seanhannity: ""Why announce these indictments today, on the eve of this meeting between the president and Vladimir… https://t.co/IAPHuCc8iE",18
-0.8126,Sat Jul 14 02:09:46 +0000 2018,0.433,0.567,@FoxNews,0.0,"ICE agents arrest 18 human smugglers, 117 illegal immigrants in Texas, New Mexico https://t.co/q7O7q5H2pm",19
-0.3182,Sat Jul 14 02:09:26 +0000 2018,0.196,0.718,@FoxNews,0.086,".@seanhannity: ""No Americans, Rod Rosenstein said, are suspected now of playing any role in these election crimes.""… https://t.co/emqjqUsCsD",20
-0.7579,Sat Jul 14 01:56:00 +0000 2018,0.448,0.552,@FoxNews,0.0,Man charged in cold-case murder of elderly California woman. https://t.co/puFmgcOY5p,21
-0.8555,Sat Jul 14 01:50:17 +0000 2018,0.412,0.588,@FoxNews,0.0,"7 endangered black rhinos found dead in Kenya, officials say it's 'a complete disaster' https://t.co/d3So5XcviC",22
0.6908,Sat Jul 14 01:41:10 +0000 2018,0.0,0.637,@FoxNews,0.363,Federal judge commends Trump administration for 'good faith' in family reunifications. https://t.co/Cs8e9JZ3k6,23
-0.5106,Sat Jul 14 01:27:53 +0000 2018,0.191,0.809,@FoxNews,0.0,Woman gets 40 years in prison for trying to sell 2-year-old daughter for sex. https://t.co/waJhLdBHF6,24
-0.3182,Sat Jul 14 01:20:00 +0000 2018,0.103,0.897,@FoxNews,0.0,"""Ghost dunes"" found on Mars could hold proof of ancient life on the red planet, according to newly published resear… https://t.co/1iqZsAGo5q",25
0.0,Sat Jul 14 01:18:44 +0000 2018,0.0,1.0,@FoxNews,0.0,"Infant dies day after showing symptoms of meningitis, family says https://t.co/VKbge3GA8x",26
0.0,Sat Jul 14 01:13:41 +0000 2018,0.0,1.0,@FoxNews,0.0,The Daily Spike: Albie and the Harrell family on why they chose to train a service dog https://t.co/8sxyDx87Cl,27
-0.5423,Sat Jul 14 01:10:00 +0000 2018,0.273,0.727,@FoxNews,0.0,OPINION: Republicans walked right into Peter Strzok's trap -- Here's what they missed. https://t.co/PTLpUenTYn,28
0.0,Sat Jul 14 01:07:14 +0000 2018,0.0,1.0,@FoxNews,0.0,Texas fishermen pull 8-foot alligator gar from river: 'She's a beast' https://t.co/ku7k07nvyi,29
0.0,Sat Jul 14 00:56:40 +0000 2018,0.0,1.0,@FoxNews,0.0,"MLB suspends Papa John's promotion until after All-Star break, pizza company says https://t.co/4V5EwXbNWC",30
-0.4019,Sat Jul 14 00:50:00 +0000 2018,0.197,0.803,@FoxNews,0.0,"OPINION: Indictment arguments aside, Trump is right to meet with Putin https://t.co/gI9NigGo0i",31
-0.7003,Sat Jul 14 00:42:02 +0000 2018,0.493,0.507,@FoxNews,0.0,Florida beaches closed after shark attacks leave 2 injured: report https://t.co/x1ocKP9FZY,32
0.0,Sat Jul 14 00:33:00 +0000 2018,0.0,1.0,@FoxNews,0.0,"The crew of the Coast Guard Cutter Kukui arrives in Sitka, Alaska after circumnavigating North America for a year.… https://t.co/bck1GhBVjR",33
0.0,Sat Jul 14 00:31:28 +0000 2018,0.0,1.0,@FoxNews,0.0,"Billy Bush's wife, Sydney Davis, files for divorce after nearly 20 years of marriage: report https://t.co/HGlH3vwHt3",34
0.5267,Sat Jul 14 00:27:47 +0000 2018,0.0,0.825,@FoxNews,0.175,'A Step in the Right Direction': @GiannoCaldwell Praises Trump DOJ After 1955 Emmett Till Case Reopened https://t.co/LPzMLzaemb,35
0.0,Sat Jul 14 00:19:36 +0000 2018,0.0,1.0,@FoxNews,0.0,Graham: Trump Must 'Reject' Any Putin Denials of Election Meddling https://t.co/USc9GNYEEa,36
0.5994,Sat Jul 14 00:15:23 +0000 2018,0.0,0.755,@FoxNews,0.245,"Blockbuster video stores closing in Alaska, leaving chain with 1 location in US https://t.co/m3AdMnEWhN",37
0.0,Sat Jul 14 00:13:09 +0000 2018,0.0,1.0,@FoxNews,0.0,.@SenJohnMcCain says Helsinki summit 'should not move forward' unless Trump takes firm stand against Russian meddli… https://t.co/e4zPezMUf3,38
0.7717,Fri Jul 13 23:57:50 +0000 2018,0.0,0.676,@FoxNews,0.324,".@newtgingrich: GOP could win big in November thanks to Democrats’ radical, unrealistic immigration stance. (via… https://t.co/ikYdQgmvIy",39
-0.3089,Fri Jul 13 23:51:50 +0000 2018,0.158,0.842,@FoxNews,0.0,".@AlanDersh: ""This indictment proves that we never needed a special counsel."" #TheStory https://t.co/NWKE7CHBOm https://t.co/lhJSkUAGZT",40
0.2263,Fri Jul 13 23:47:23 +0000 2018,0.0,0.894,@FoxNews,0.106,".@AlanDersh: ""Every civil libertarian should be concerned about even if there's a possibility that an informant was… https://t.co/48Lzaqjc5S",41
0.1877,Fri Jul 13 23:38:46 +0000 2018,0.0,0.863,@FoxNews,0.137,.@SpeakerRyan says woodchucks 'ate' his SUV -- and he's not alone. https://t.co/bueGmwg3of,42
-0.7132,Fri Jul 13 23:25:53 +0000 2018,0.351,0.649,@FoxNews,0.0,"Sen. @LindseyGrahamSC: ""Nothing would please Russia more than chaos in America."" #TheStory https://t.co/0ZDI3jYOJo",43
0.1779,Fri Jul 13 23:24:25 +0000 2018,0.096,0.776,@FoxNews,0.128,"Sen. @LindseyGrahamSC: ""I have a lot of faith in President Trump. Bush misread Putin. Putin ran over Obama because… https://t.co/8nfb5Yii51",44
0.0,Fri Jul 13 23:22:00 +0000 2018,0.0,1.0,@FoxNews,0.0,"Sen. @LindseyGrahamSC: ""Russia did interfere in our election, and if I were the president, I would not ask Putin di… https://t.co/HWt2DqxNZh",45
0.6983,Fri Jul 13 23:08:52 +0000 2018,0.0,0.767,@FoxNews,0.233,"Sen. @LindseyGrahamSC: ""I really feel good about how NATO ended. We're going to meet Putin now with NATO stronger t… https://t.co/LdTFTbWNxJ",46
0.0,Fri Jul 13 23:05:01 +0000 2018,0.0,1.0,@FoxNews,0.0,Ex-New York Chief Judge: It's time to end cash bail https://t.co/VTbaLGNY5p,47
0.0,Fri Jul 13 23:01:03 +0000 2018,0.0,1.0,@FoxNews,0.0,".@continetti: ""The entire week has kind of been a display of what America first foreign policy looks like.""… https://t.co/lxVdIXadaf",48
0.0,Fri Jul 13 22:47:52 +0000 2018,0.0,1.0,@FoxNews,0.0,"Karen Tumulty: ""With these indictments, the Mueller investigation goes actually right to the heart of Vladimir Puti… https://t.co/CqZB4LjzOw",49
-0.8748,Fri Jul 13 22:39:18 +0000 2018,0.443,0.458,@FoxNews,0.099,"5-year-old boy helps write his own obituary before tragic cancer death: 'See ya later, suckas!' https://t.co/5S6IaiIP59",50
-0.2732,Fri Jul 13 22:32:50 +0000 2018,0.23,0.606,@FoxNews,0.164,"Five years after Syrian archbishops' abduction, Christians need help finding answers https://t.co/25Qx89OAs7",51
0.0,Fri Jul 13 22:26:40 +0000 2018,0.0,1.0,@FoxNews,0.0,Friday the 13th eclipse visible in Antarctica https://t.co/5bXCYj3z06,52
-0.2263,Fri Jul 13 22:17:06 +0000 2018,0.147,0.853,@FoxNews,0.0,Thousands march against Trump in rowdy London protests; @BenjaminHallFNC reports. #SpecialReport… https://t.co/rH6Ey3UIM9,53
0.0,Fri Jul 13 22:14:21 +0000 2018,0.0,1.0,@FoxNews,0.0,"Russian officers indicted for allegedly hacking Clinton campaign, DNC emails. #SpecialReport https://t.co/NWKE7CHBOm https://t.co/zqFaH0wQxu",54
0.0,Fri Jul 13 22:07:08 +0000 2018,0.0,1.0,@FoxNews,0.0,Fox News Poll: #AbolishICE not trending among voters https://t.co/ZaJnxFs2cd,55
-0.5859,Fri Jul 13 22:00:35 +0000 2018,0.352,0.648,@FoxNews,0.0,UK police confirm source of Novichok poisoning. https://t.co/Wt8ofmQ55R,56
0.0,Fri Jul 13 21:47:00 +0000 2018,0.0,1.0,@FoxNews,0.0,"Scarlett Johansson drops transgender role after backlash, report says. https://t.co/HZ9YcQTiwy",57
0.4767,Fri Jul 13 21:40:00 +0000 2018,0.0,0.763,@FoxNews,0.237,"What's the GRU, Russia's military intelligence agency? 3 things to know. https://t.co/2ocaQpUBWt",58
-0.34,Fri Jul 13 21:31:34 +0000 2018,0.138,0.862,@FoxNews,0.0,"Woman disappears after she recorded herself throwing ink on poster of Chinese president, report says https://t.co/PM4s1eeGIY",59
0.0,Fri Jul 13 21:19:51 +0000 2018,0.0,1.0,@FoxNews,0.0,Texas sheriff's deputy with 'heart of gold' to donate kidney to a man in need. https://t.co/6scZyvWnHY,60
0.0,Fri Jul 13 21:11:39 +0000 2018,0.0,1.0,@FoxNews,0.0,".@JesseBWatters: ""At the end of the day, [@POTUS'] trip to Europe was positive."" #TheFive https://t.co/D2qoT9ajsY",61
0.2023,Fri Jul 13 21:08:22 +0000 2018,0.089,0.774,@FoxNews,0.137,"Chinese spy ship lurking off Hawaiian coast amid huge naval exercise, US officials says. https://t.co/JHUpiIsoUe",62
0.7269,Fri Jul 13 20:57:14 +0000 2018,0.0,0.681,@FoxNews,0.319,Custom Ford Mustang honoring America's WW II Eagle Squadrons to be auctioned for charity https://t.co/EdiicLYiKa,63
0.0,Fri Jul 13 20:47:22 +0000 2018,0.0,1.0,@FoxNews,0.0,"What is bacterial meningitis? Signs, symptoms and treatment for the infection. https://t.co/WgtjxsXeDD",64
0.0772,Fri Jul 13 20:33:43 +0000 2018,0.0,0.902,@FoxNews,0.098,RT @FoxBusiness: Dow clears 25K as the Nasdaq sits at a record high  https://t.co/d6ajEPlbYT,65
0.7269,Fri Jul 13 20:22:31 +0000 2018,0.0,0.681,@FoxNews,0.319,Custom Ford Mustang honoring America's WW II Eagle Squadrons to be auctioned for charity https://t.co/RJfWvmr8Di,66
0.0,Fri Jul 13 20:13:53 +0000 2018,0.0,1.0,@FoxNews,0.0,"RT @FoxBusiness: AT THE CLOSE: The Dow Jones Industrial Average closes above 25,000 for the first time since June 15. The Nasdaq closes at…",67
-0.4215,Fri Jul 13 19:55:17 +0000 2018,0.189,0.811,@FoxNews,0.0,Harvey Weinstein denies admitting he offered 'acting jobs in exchange for sex' https://t.co/kZ9oPpoyKF,68
0.0,Fri Jul 13 19:52:11 +0000 2018,0.0,1.0,@FoxNews,0.0,RT @FoxBusiness: Instagram users hit with temporary outage  https://t.co/szMOTJ3hxr,69
0.0,Fri Jul 13 19:42:59 +0000 2018,0.0,1.0,@FoxNews,0.0,WATCH: @POTUS arrives in Scotland with @FLOTUS. @ShepNewsTeam https://t.co/BynGFZhToI,70
0.128,Fri Jul 13 19:41:56 +0000 2018,0.0,0.914,@FoxNews,0.086,MONDAY: Chris Wallace will conduct an exclusive interview with Russian President Vladimir Putin following the summi… https://t.co/IuFOWNXzpF,71
0.25,Fri Jul 13 19:35:45 +0000 2018,0.135,0.677,@FoxNews,0.188,NY Gov. Andrew Cuomo Threatens to Sue If Supreme Court Overturns Roe v. Wade. https://t.co/Ogt3YV4w2y,72
0.0,Fri Jul 13 19:27:55 +0000 2018,0.0,1.0,@FoxNews,0.0,.@POTUS arrives in Scotland. https://t.co/ds7WFn57xn,73
-0.7845,Fri Jul 13 19:27:29 +0000 2018,0.277,0.723,@FoxNews,0.0,"Pentagon officials say Sgt. 1st Class Christopher A. Celiz, 32, of South Carolina was killed during combat in Afgha… https://t.co/2F4QeTv6PT",74
-0.8519,Fri Jul 13 19:27:07 +0000 2018,0.509,0.491,@FoxNews,0.0,"In London, pro-Trump counter-protesters hit with abuse, some violence. https://t.co/HIlyBjxSOB",75
0.0,Fri Jul 13 19:20:01 +0000 2018,0.0,1.0,@FoxNews,0.0,"12 Russian Intel officials indicted for allegedly hacking Clinton campaign, DNC emails: What to know. https://t.co/15GGOEAKxM",76
0.0,Fri Jul 13 19:15:09 +0000 2018,0.0,1.0,@FoxNews,0.0,"Louisiana inmate caught having sex with woman, 19, in courthouse stairwell, police say. https://t.co/Si9U9Cjo4Q",77
-0.2732,Fri Jul 13 19:06:11 +0000 2018,0.149,0.851,@FoxNews,0.0,"Officials say vaping co-pilot caused Air China flight to drop 21,000 feet. https://t.co/hJLeTKw2Al",78
